Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,28-01-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.929,17.697,22.156,24.209,22.675,22.142,20.698,18.673,15.475,13.785,10.348,11.146,11.283,11.09,9.146,8.452,8.232,11.254,17.857,19.86,21.39,24.789,26.094,24.441,22.057,19.635,17.224,15.255,14.104,15.532,14.914,13.033,12.179,11.4
Estonia,EST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.468,3.681,6.544,7.561,9.659,9.915,10.369,9.51,11.573,13.36,13.134,10.026,11.288,10.248,8.033,5.915,4.592,5.455,13.548,16.707,12.328,10.021,8.631,7.352,6.412,6.882,5.807,5.412,4.514,6.956,6.178,5.571,6.378,7.6
Ethiopia,ETH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.284,3.416,3.252,3.1,3.005,3.121,3.227,3.481,3.714,3.499,3.16,3.054,3.008,2.776,2.497,2.337,2.337,2.326,2.326,2.295,2.27,2.252,2.251,2.361,2.442,2.556,2.665,2.811,2.928,3.998,3.935,3.386,3.375,3.357
European Union,EUU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.586193582,9.231049577,10.85194356,11.54791157,11.10923625,11.14382324,10.94653837,10.52763763,10.2140716,9.699206765,9.20662419,9.565635816,9.707827022,9.860575179,9.631005867,8.688962561,7.503105382,7.241634317,9.21120413,9.873272346,9.928882946,10.87584821,11.35117304,10.8255885,10.01653533,9.105694463,8.132089451,7.244254664,6.677050527,7.054713567,7.026579465,6.161360793,6.026436533,5.923008038
Fragile and conflict affected situations,FCS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.512537112,4.467080881,4.493310827,4.587819164,5.067166154,5.330109136,5.428677566,5.674632106,5.911067975,5.894636698,5.806748026,5.771141895,5.643129218,5.486230947,5.177679758,5.039111187,4.965881708,5.00225363,5.058471837,5.131369731,5.177424788,5.237329286,5.227832297,5.372886313,5.473689688,5.626995134,5.846983501,5.851525067,5.900809328,6.656579575,6.781444625,5.669639735,5.257886251,5.102925283
Finland,FIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.503,11.595,16.201,16.426,17.005,15.572,14.967,13.214,11.693,11.134,10.29,10.423,10.469,10.358,9.602,8.935,6.854,6.369,8.249,8.394,7.781,7.689,8.193,8.663,9.376,8.818,8.64,7.361,6.695,7.759,7.617,6.719,7.149,8.4
Fiji,FJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.618,4.64,4.694,4.598,4.651,4.623,4.725,4.746,4.698,4.697,4.692,4.772,4.74,4.7,3.886,3.957,4.109,4.187,4.309,4.345,4.406,4.375,4.356,4.323,4.288,4.319,4.418,4.523,4.661,5.054,5.225,5.403,5.316,5.361
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.134,10.203,11.32,12.593,11.834,12.367,12.566,12.074,11.981,10.218,8.61,8.702,8.306,8.914,8.882,8.832,8.008,7.386,9.122,9.279,9.228,9.841,9.913,10.273,10.354,10.057,9.409,9.018,8.415,8.009,7.871,7.303,7.335,7.4
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,17.224,17.716,17.78,17.804,17.388,17.325,17.166,17.152,17.599,17.848,17.827,17.376,17.126,17.108,16.91,17.805,18.257,19.212,19.76,20.39,19.895,19.661,19.736,19.873,19.943,20.117,20.307,20.459,20.371,21.279,21.223,20.319,20.161,20.091
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.55,9.772,10.346,9.648,8.694,8.189,7.072,6.198,6.042,5.558,4.696,5.037,4.807,4.594,4.884,5.472,5.399,5.748,7.683,7.973,8.195,8.279,7.752,6.398,5.552,4.909,4.501,4.145,3.657,4.472,4.864,3.768,4.025,4.361
Georgia,GEO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.7,5.4,5.4,8.4,7.6,11.5,11.5,14.53,13.8,10.82,11.16,12.59,11.51,12.62,13.81,13.57,13.28,17.87,20.71,20.203,19.632,19.653,19.416,17.439,16.506,16.604,13.939,12.667,11.565,11.734,11.785,11.621,11.549,11.557
Ghana,GHA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.489,4.7,5.231,5.9,6.484,7.091,7.639,8.2,10.1,10.456,9.615,8.711,7.728,6.758,5.816,4.897,5.104,5.144,5.362,5.384,4.213,3.126,2.173,4.403,6.806,5.256,3.369,3.204,3.067,3.178,3.2,2.87,2.829,2.82
Gibraltar,GIB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.56,4.58,4.561,4.527,4.494,4.509,4.477,4.501,4.517,4.586,4.584,4.549,4.628,4.709,4.814,4.863,4.787,4.803,4.914,5.018,5.024,4.874,4.944,5.044,5.15,4.997,4.86,4.835,5.018,6.007,5.815,5.174,5.141,5.132
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.778,9.888,9.917,10.044,10.153,10.192,9.999,9.898,9.737,9.722,9.64,10.039,9.991,9.948,9.92,10.241,10.425,10.065,9.778,9.673,10.276,10.346,9.454,8.191,7.226,6.244,5.097,4.055,4.481,5.84,6.213,6.067,6.479,6.48
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.009,3.083,3.143,3.173,3.126,2.994,2.951,3.349,3.269,3.358,2.958,3.146,3.169,3.226,3.184,3.143,3.125,3.157,3.163,3.121,3.072,3.135,3.173,3.285,3.168,3.139,3.089,3.127,2.413,2.887,3.016,2.666,2.632,2.647
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.677,6.878,7.024,7.123,7.16,7.215,7.263,7.332,7.417,7.444,7.551,7.646,7.701,7.658,7.667,7.612,7.592,7.571,7.702,7.847,7.837,7.761,7.675,7.669,7.778,7.798,7.843,7.818,7.917,8.625,8.821,8.334,8.218,8.293
Greece,GRC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.572,8.927,10.177,9.808,10.116,10.402,10.472,12.227,12.138,11.345,10.764,10.346,9.839,10.628,10.074,8.906,8.351,7.664,9.546,12.719,17.973,24.731,27.686,26.708,24.981,23.514,21.413,19.179,17.045,15.899,14.656,12.426,11.023,10.02
Grenada,GRD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.197,2.163,2.133,2.12,2.117,2.156,2.145,2.145,2.113,2.143,2.251,2.254,2.807,2.971,3.059,2.96,2.847,2.898,3.22,3.497,3.169,2.765,3.017,2.717,2.506,2.583,2.462,2.283,2.193,2.965,2.174,3.051,2.344,2.613
Guam,GUM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.509,3.837,5.527,7.6,7.9,8.283,9.67,7.74,13.95,15.32,13.213,11.39,9.693,7.7,7,7.4,8.3,8.892,9.3,8.2,13.3,12.2,11.5,7.6,6.9,5.4,5.418,5.45,5.405,6.241,6,5.383,5.262,5.252
Guyana,GUY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.092,11.9,11.617,11.534,11.566,11.542,11.565,11.687,11.771,11.917,11.796,11.81,11.529,11.281,11.085,10.7,10.84,11.018,11.307,11.632,11.811,12.029,12.296,12.637,13.009,13.263,13.466,13.627,13.172,15.308,14.576,11.907,11.917,11.874
High income,HIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.583416937,7.07155147,7.650080591,7.913291643,7.720209269,7.735454911,7.73809408,7.8136083,7.699938967,7.023303136,6.870712243,7.194001369,7.319751821,7.095800383,6.781672599,6.303935657,5.696631267,5.932490844,8.04050429,8.181319452,7.811336585,7.722880588,7.635648476,7.039034792,6.551141056,6.110230778,5.578084961,5.080355093,4.760957223,6.460294103,5.563404554,4.509670854,4.336589889,4.369213386
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.8,1.96,1.96,1.9,3.22,2.83,2.22,4.58,6.25,4.92,5.09,7.28,7.86,6.74,5.58,4.77,4.01,3.56,5.26,4.329,3.422,3.285,3.4,3.296,3.314,3.392,3.124,2.805,2.917,5.808,5.174,4.318,2.949,2.988
Honduras,HND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.58,3.06,3.098,3.138,3.24,4.37,3.32,4.02,3.85,3.883,4,4.02,5.3,5.99,4.909,3.574,3.211,3.156,3.292,4.119,4.474,3.755,5.646,7.078,6.147,6.727,5.528,5.648,5.698,10.982,8.506,8.774,6.07,4.91
Heavily indebted poor countries (HIPC),HPC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.120703124,5.230709433,5.226084735,5.167300352,4.983422817,4.952098431,4.886405474,4.952271775,5.096992414,5.140773415,5.07037723,5.038358338,4.991091022,4.850819892,4.688887445,4.596187174,4.544545196,4.525276146,4.572651344,4.783640312,4.742930213,4.55871731,4.276691966,4.288266479,4.419188173,4.360812537,4.368743355,4.333057166,4.327129934,5.018281494,4.934356851,4.430782496,4.196194737,4.148489638
Croatia,HRV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.14,10.974,10.779,10.364,10.007,9.68,9.71,11.392,13.559,16.064,15.822,15.053,13.924,13.664,12.598,11.13,9.909,8.53,9.202,11.62,13.678,16.046,17.231,17.209,16.15,13.015,11.078,8.322,6.551,7.389,7.483,6.811,6.121,5
Haiti,HTI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.329,7.387,7.534,7.858,7.51,7.304,7.003,7.165,7.2,8.443,9.728,11.008,12.151,13.415,14.559,15.866,16.8,16.204,15.398,15.244,14.506,14.1,13.704,13.808,13.785,13.902,13.932,13.934,14.095,15.573,15.296,14.54,14.459,14.609
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.5,9.942,12.098,10.847,10.168,10.022,8.991,8.925,6.929,6.563,5.671,5.608,5.79,5.832,7.189,7.494,7.406,7.817,10.03,11.172,11.029,11.003,10.177,7.725,6.813,5.115,4.156,3.667,3.411,4.248,4.021,3.583,4.096,4.5
IBRD only,IBD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.948180087,5.008641346,5.236193657,5.617754784,5.938588233,6.034380372,6.144754849,6.37504928,6.624562222,6.537867167,6.688068461,6.901195174,6.976655232,6.817675009,6.743331222,6.518474153,6.332505355,6.301817039,6.616443596,6.380411548,6.26592647,6.180093908,6.187061625,6.167907911,6.304175355,6.416178064,6.391317442,6.281906374,6.066559161,6.951284076,6.313129537,5.569942641,5.114839423,5.021516299
IDA & IBRD total,IBT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.802918289,4.861171816,5.063067213,5.379343555,5.630843097,5.71138108,5.794694094,5.994399266,6.211627049,6.13803612,6.254975105,6.419907413,6.471325897,6.319051241,6.235330505,6.019322548,5.862004483,5.846234492,6.103242629,5.893290234,5.804640901,5.800931343,5.762979073,5.724282134,5.892513789,5.953049018,5.97420354,5.910291559,5.76721926,6.613625461,6.143811405,5.386417592,4.951869901,4.874425555
IDA total,IDA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.10693679,4.163455856,4.256084415,4.283287499,4.230749664,4.262509909,4.24264746,4.325708518,4.416650487,4.41870678,4.412906393,4.395285977,4.366677434,4.260877199,4.156437146,4.001498086,3.984844626,4.056601362,4.122603939,4.047657453,4.083615523,4.399566254,4.222558925,4.124402958,4.425848005,4.323151167,4.528939602,4.642093257,4.762381253,5.518856386,5.59578179,4.807700117,4.435051421,4.411100857
IDA blend,IDB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.239455436,3.311063421,3.530249164,3.655439504,3.694035384,3.796892392,3.774554532,3.891847629,3.914347308,3.823335924,3.728821949,3.539460965,3.422175727,3.27695587,3.228644804,3.135942523,3.012497837,3.043780028,3.098530981,3.14320402,3.195332034,4.084860217,3.704330299,3.380131388,4.00215322,3.731375424,4.348512543,4.762754398,5.080407021,5.794152788,5.813781237,4.744565347,4.369582575,4.43949809
Indonesia,IDN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.617,2.734,2.782,4.366,4.611,4.861,4.684,5.459,6.358,6.077,6.082,6.604,6.657,7.303,7.945,7.551,8.06,7.208,6.106,5.614,5.153,4.468,4.336,4.049,4.514,4.301,3.783,4.387,3.59,4.255,3.827,3.462,3.308,3.301
IDA only,IDX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.553604536,4.604355634,4.630927541,4.608084087,4.507593152,4.504260406,4.487760592,4.552673544,4.680376115,4.732572872,4.77495106,4.848969841,4.868425496,4.785608967,4.651453967,4.46399685,4.507187868,4.603688349,4.679617006,4.541922221,4.568575563,4.573692218,4.508750025,4.537404848,4.663728761,4.655554783,4.629636762,4.575143916,4.585655374,5.366690558,5.473340958,4.843217498,4.473090445,4.39436259
Isle of Man,IMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.641,7.649,7.662,7.593,7.57,7.537,7.574,7.596,7.583,7.589,7.611,7.681,7.633,7.598,7.551,7.553,7.562,7.629,7.636,7.631,7.609,7.645,7.678,7.656,7.629,7.611,7.626,7.652,6.51,7.859,6.38,4.822,4.172,4.173
Not classified,INX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.771,15.021,15.571,14.544,11.97,11.692,10.191,7.699,5.804,4.318,3.684,4.216,4.478,4.491,4.237,4.355,4.98,6.774,12.609,14.534,15.354,15.451,13.735,11.858,9.908,8.374,6.713,5.741,4.95,5.623,6.357,4.465,4.243,4.3
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.1,10.653,10.573,10.458,9.904,9.1,9.68,10.358,11.176,11.698,12.362,12.8,11.529,10.3,11.813,11.519,10.772,10.63,12.113,13.679,12.491,12.275,10.595,10.68,11.166,12.618,12.232,12.195,10.74,9.687,9.282,9.085,8.129,8.146
Iraq,IRQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.639,8.346,8.36,8.221,8.431,8.516,8.269,8.064,7.979,8.038,8.249,8.619,8.959,8.715,8.57,8.411,8.646,8.466,8.415,8.267,8.193,7.965,9.222,10.59,10.865,10.82,13.02,13.458,14.096,15.766,16.173,15.41,15.239,15.293
Iceland,ISL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.548,4.305,5.257,5.326,5.196,3.6,3.72,3.069,2.178,1.936,1.874,2.988,3.997,4.031,2.547,2.83,2.251,2.946,7.22,7.564,7.028,6,5.376,4.897,3.979,2.978,2.742,2.704,3.507,5.478,6.029,3.789,3.518,3.6
Israel,ISR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.387,14.08,12.741,9.934,8.782,8.455,9.751,10.749,11.183,11.102,11.812,12.888,13.505,13.029,11.342,10.707,9.379,7.704,9.534,8.48,7.139,6.762,6.137,5.789,5.176,4.723,4.14,3.917,3.731,4.169,4.812,3.695,3.371,3.595
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.097,9.321,10.212,11.086,11.661,11.864,11.985,12.117,11.681,10.834,9.599,9.211,8.869,7.866,7.73,6.777,6.076,6.723,7.749,8.363,8.359,10.655,12.149,12.683,11.896,11.688,11.211,10.538,9.884,9.192,9.497,8.069,7.627,6.5
Jamaica,JAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.233,6.383,6.235,6.335,6.325,6.611,6.693,6.846,6.813,6.752,6.641,6.616,6.534,6.539,6.577,6.605,6.607,6.666,7.314,7.63,8.034,8.695,9.698,9.046,8.825,8.634,7.399,5.47,4.987,6.501,5.188,4.083,3.022,3.151
Jordan,JOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,21.439,19.947,19.7,16.894,14.6,13.7,13.74,13.841,13.763,13.7,14.7,15.3,14.5,14.626,14.8,14,13.1,12.7,12.9,12.5,12.9,12.2,12.6,11.9,13.075,15.275,18.12,18.257,16.801,19.213,19.837,18.2,16.62,16.693
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.059,2.158,2.539,2.89,3.15,3.383,3.374,4.078,4.677,4.748,5.02,5.386,5.251,4.734,4.446,4.192,3.888,4.002,5.068,5.102,4.55,4.358,4.038,3.589,3.385,3.132,2.822,2.467,2.351,2.809,2.808,2.614,2.6,2.5
Kazakhstan,KAZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.9,1,1.11,7.54,10.98,12.96,13.01,13.13,13.46,12.75,10.43,9.33,8.78,8.4,8.13,7.79,7.26,6.63,6.55,5.77,5.39,5.29,5.2,5.06,4.93,4.96,4.9,4.85,4.8,4.89,5.568,4.86,4.835,4.833
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.78,2.894,2.979,2.955,2.848,2.773,2.818,2.843,2.884,2.884,2.876,2.916,2.869,2.844,2.739,2.673,2.642,2.751,2.816,2.793,2.699,2.678,2.762,2.767,2.762,2.757,3.542,4.284,5.014,5.613,5.693,5.565,5.409,5.487
Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1,1.1,1.258,1.41,1.539,1.647,1.739,1.861,2.001,2.143,2.273,2.416,2.548,2.68,2.816,2.962,3.094,3.207,3.343,3.503,3.644,3.786,3.881,4.02,4.138,4.294,4.425,4.559,5.45,5.945,5.149,4.767,3.498,3.491
Cambodia,KHM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.768,0.748,0.733,0.996,0.973,0.963,0.638,0.712,0.727,0.745,0.778,0.862,0.909,1.004,1.061,1.16,1.257,0.825,0.579,0.771,0.577,0.505,0.438,0.692,0.393,0.716,0.141,0.129,0.119,0.172,0.396,0.245,0.256,0.254
Kiribati,KIR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.407,2.513,2.878,2.476,2.063,2.048,2.608,6.963,6.342,4.063,3.699,3.046,3.348,3.42,3.482,3.254,3.013,2.959,3.363,3.324,2.992,2.812,3.067,3.082,3.546,3.65,3.653,3.824,3.746,3.931,3.639,2.857,2.675,2.784
Kuwait,KWT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.884,0.878,0.8,0.7,0.694,0.7,0.7,0.7,0.7,0.8,0.8,1.1,1.3,1.7,1.455,1.3,1.5,1.75,1.64,1.82,2.051,2.227,2.465,2.9,2.2,2.16,2.23,2.202,2.213,3.489,2.97,2.133,2.08,2.151
Latin America & Caribbean (excluding high income),LAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.024103316,6.13845419,5.935669145,6.486515704,7.811475432,8.058106474,7.944539225,8.357742004,9.118861644,9.193376426,8.773433929,8.982586672,8.820298066,8.371443231,8.053358827,7.499270138,7.18066577,6.780028847,7.763259045,7.138164798,6.623595324,6.345003029,6.273913263,6.075756912,6.6769509,7.890378988,8.216752786,8.062587955,8.09033319,10.20915878,9.160827343,6.882249927,6.089524899,5.743204509
Lao PDR,LAO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.497,2.71,2.732,2.634,2.6,2.45,2.354,2.293,2.154,2.045,1.881,1.775,1.639,1.498,1.35,1.199,1.068,0.944,0.835,0.708,0.96,1.208,1.469,1.733,2.006,2.634,3.268,2.897,2.531,2.349,2.08,1.209,1.186,1.174
Lebanon,LBN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.594,8.225,8.226,8.321,8.421,8.413,8.62,8.571,8.787,8.641,8.499,8.248,8.061,7.85,8.249,8.679,8.98,7.666,6.355,6.768,7.352,7.952,8.477,8.84,9.312,9.794,10.258,10.755,11.301,13.252,12.715,11.105,10.985,
Liberia,LBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.735,2.724,2.706,2.652,2.588,2.397,2.195,2.061,2.006,2.018,2.104,2.222,2.42,2.424,2.413,2.28,2.232,2.221,2.241,2.266,2.211,2.146,2.08,2.079,2.557,3.081,3.067,3.058,3.071,4.102,3.844,2.956,2.905,2.914
Libya,LBY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,18.601,18.828,19.006,19.328,19.331,19.212,19.151,19.192,19.233,19.275,19.239,19.281,19.074,18.938,18.66,18.805,18.771,19.041,19.29,19.321,19.504,19.03,19.311,19.295,19.69,19.559,19.053,18.865,19.087,19.651,19.779,19.238,18.713,19.085
St. Lucia,LCA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.521,16.549,16.8,17,15.83,16.33,20.47,21.6,18.09,16.49,18.538,20.39,22.18,20.97,18.7,16,14,12.72,15.37,17.118,18.86,19.06,22.21,21.583,20.84,19.932,19.136,19.329,15.613,25.224,20.514,15.934,12.094,10.199
Latin America & Caribbean,LCN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.309957486,6.303853699,6.071341087,6.677800653,7.904868047,8.291194632,8.140113233,8.486261824,9.427017029,9.444522469,9.049756535,9.387906626,9.256618697,8.750182434,8.237399514,7.614136002,7.226304905,6.839210322,7.81478715,7.218267565,6.715345663,6.421182922,6.378565946,6.183106139,6.676958914,7.736824689,8.028206127,7.933319845,8.000614677,10.2140728,9.144684152,6.931532091,6.192547548,5.869432689
Least developed countries: UN classification,LDC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.547795764,4.60753399,4.627403365,4.60099095,4.499402878,4.468025386,4.461407957,4.542940474,4.640272703,4.690283302,4.723466419,4.813704435,4.888915652,4.846104002,4.786172354,4.667433159,4.728461717,4.786155822,4.881651291,4.756573077,4.855812889,4.844470141,4.788107023,4.747884548,4.826342687,4.891825679,4.95273325,4.876429056,4.873197399,5.598427221,5.734273335,5.050487675,4.69874423,4.630049956
Low income,LIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.15446843,5.218880524,5.252169815,5.259124614,5.152009198,5.168354524,5.179683332,5.263308924,5.353854081,5.486542842,5.555988555,5.533369224,5.471295044,5.339218714,5.21172201,5.24784805,5.29597392,5.453457364,5.314683157,5.513033155,5.570524622,5.714538327,5.482793932,5.442583921,5.571639046,5.678897368,5.773783248,5.643510767,5.634574667,6.200588054,6.247854674,5.672232196,5.466154296,5.25027272
Liechtenstein,LIE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,14.661,14.22,13.82,13.03,12.27,11.35,10.6,9.17,8.88,7.74,7.9,8.76,8.22,8.38,7.67,6.5,5.97,5.22,5.85,4.784,4.118,3.88,4.186,4.157,4.519,4.242,4.046,4.318,4.67,5.364,4.981,4.528,4.528,4.239
Lower middle income,LMC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.044621801,6.057155277,6.175832509,6.151172057,6.130533316,6.048144726,6.091357535,6.08678032,6.124737321,6.140713333,6.166557642,6.172894843,6.173633154,6.095285554,6.068852023,5.952837308,5.855338442,5.884300046,5.939716556,5.804587525,5.896109119,6.080205306,6.064025192,5.995866062,6.146983455,6.037190795,6.120346879,6.106679629,5.610876859,6.633705343,5.994487487,4.773003655,4.259414997,4.281998945
Low & middle income,LMY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.644332877,4.709770412,4.901069254,5.148877093,5.382964801,5.4609657,5.50368537,5.681858521,5.855057537,5.843109633,6.002854477,6.188996429,6.248620062,6.124367211,6.101891346,5.92329736,5.840616071,5.846355794,6.032685998,5.828741303,5.764780832,5.796703117,5.751077084,5.730249774,5.915165304,5.998116415,6.043259033,5.989995411,5.848225114,6.663626903,6.201176909,5.450137252,5.004706301,4.941602932
